rt,response,task,item_id,entity_type,entity,correct,intuitive,question,prefix,population_correct,population_intuitive,population_ratio,display_correct_first,task_type,trial_type,trial_index,time_elapsed,subject_id,study_id,session_id,rng_seed,response_correct,response_position,rt_zscore
3285,j,capitals,34,state,North Dakota,Bismarck,Fargo,What is the capital of North Dakota?,The capital of North Dakota is,0.076,0.138,1.815789474,False,critical,html-keyboard-response,63,209776,subject_21,67d993866d1d7516d87e97de,67daf6047b0fa6851c20e25f,0.4049075367419206,1,right,-0.3456046644609219
4019,j,capitals,41,state,Washington,Olympia,Seattle,What is the capital of Washington?,The capital of Washington is,0.0558,0.765,13.70967742,True,critical,html-keyboard-response,65,214807,subject_21,67d993866d1d7516d87e97de,67daf6047b0fa6851c20e25f,0.4049075367419206,0,right,0.09440114193212751
2969,f,capitals,40,state,Virginia,Richmond,Virginia Beach,What is the capital of Virginia?,The capital of Virginia is,0.231,0.45,1.948051948,True,critical,html-keyboard-response,67,218794,subject_21,67d993866d1d7516d87e97de,67daf6047b0fa6851c20e25f,0.4049075367419206,1,left,-0.5350349571314991
4320,j,capitals,13,state,Alaska,Juneau,Anchorage,What is the capital of Alaska?,The capital of Alaska is,0.0311,0.283,9.099678457,True,critical,html-keyboard-response,69,224123,subject_21,67d993866d1d7516d87e97de,67daf6047b0fa6851c20e25f,0.4049075367419206,0,right,0.2748394903303671
3326,j,capitals,35,state,Oregon,Salem,Portland,What is the capital of Oregon?,The capital of Oregon is,0.178,0.615,3.45505618,True,critical,html-keyboard-response,71,228461,subject_21,67d993866d1d7516d87e97de,67daf6047b0fa6851c20e25f,0.4049075367419206,0,right,-0.321026683449866
5229,j,capitals,23,state,Maryland,Annapolis,Baltimore,What is the capital of Maryland?,The capital of Maryland is,0.0403,0.553,13.72208437,False,critical,html-keyboard-response,73,234692,subject_21,67d993866d1d7516d87e97de,67daf6047b0fa6851c20e25f,0.4049075367419206,1,right,0.819751313234021
2243,f,capitals,3,country,Canada,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,False,critical,html-keyboard-response,75,237943,subject_21,67d993866d1d7516d87e97de,67daf6047b0fa6851c20e25f,0.4049075367419206,0,left,-0.9702450599126351
9781,j,capitals,21,state,Louisiana,Baton Rouge,New Orleans,What is the capital of Louisiana?,The capital of Louisiana is,0.215,0.351,1.63255814,False,critical,html-keyboard-response,77,248726,subject_21,67d993866d1d7516d87e97de,67daf6047b0fa6851c20e25f,0.4049075367419206,1,right,3.5485066684127147
3483,f,capitals,28,state,Nevada,Carson City,Las Vegas,What is the capital of Nevada?,The capital of Nevada is,0.0576,0.67,11.63194444,True,critical,html-keyboard-response,79,253220,subject_21,67d993866d1d7516d87e97de,67daf6047b0fa6851c20e25f,0.4049075367419206,1,left,-0.2269110000660666
3804,f,capitals,20,state,Kentucky,Frankfort,Louisville,What is the capital of Kentucky?,The capital of Kentucky is,0.0281,0.617,21.95729537,False,critical,html-keyboard-response,81,258034,subject_21,67d993866d1d7516d87e97de,67daf6047b0fa6851c20e25f,0.4049075367419206,0,left,-0.03448339263804364
2266,f,capitals,19,state,Kansas,Topeka,Wichita,What is the capital of Kansas?,The capital of Kansas is,0.125,0.395,3.16,True,critical,html-keyboard-response,83,261311,subject_21,67d993866d1d7516d87e97de,67daf6047b0fa6851c20e25f,0.4049075367419206,1,left,-0.9564574120283842
3170,f,capitals,7,country,Pakistan,Islamabad,Karachi,What is the capital of Pakistan?,The capital of Pakistan is,1.3,18.1,13.92307692,True,critical,html-keyboard-response,85,265493,subject_21,67d993866d1d7516d87e97de,67daf6047b0fa6851c20e25f,0.4049075367419206,1,left,-0.41454290388217624
3931,j,capitals,36,state,Pennsylvania,Harrisburg,Philadelphia,What is the capital of Pennsylvania?,The capital of Pennsylvania is,0.05,1.517,30.34,False,critical,html-keyboard-response,87,270438,subject_21,67d993866d1d7516d87e97de,67daf6047b0fa6851c20e25f,0.4049075367419206,1,right,0.04164840220108071
4305,j,capitals,33,state,North Carolina,Raleigh,Charlotte,What is the capital of North Carolina?,The capital of North Carolina is,0.494,0.935,1.892712551,False,critical,html-keyboard-response,89,275752,subject_21,67d993866d1d7516d87e97de,67daf6047b0fa6851c20e25f,0.4049075367419206,1,right,0.26584754605802957
3475,j,capitals,15,state,Connecticut,Hartford,Bridgeport,What is the capital of Connecticut?,The capital of Connecticut is,0.119,0.148,1.243697479,False,critical,html-keyboard-response,7,30427,subject_2,67d993866d1d7516d87e97de,67db038c76da1142dd7558ab,0.014697232112292014,1,right,1.9875399150151531
1704,f,capitals,17,state,Florida,Tallahassee,Jacksonville,What is the capital of Florida?,The capital of Florida is,0.205,1.008,4.917073171,False,critical,html-keyboard-response,9,33139,subject_2,67d993866d1d7516d87e97de,67db038c76da1142dd7558ab,0.014697232112292014,0,left,-0.37290769014294933
3237,f,capitals,41,state,Washington,Olympia,Seattle,What is the capital of Washington?,The capital of Washington is,0.0558,0.765,13.70967742,True,critical,html-keyboard-response,11,37390,subject_2,67d993866d1d7516d87e97de,67db038c76da1142dd7558ab,0.014697232112292014,1,left,1.6703256123456849
1727,f,capitals,10,country,Turkey,Ankara,Istanbul,What is the capital of Turkey?,The capital of Turkey is,5.55,16.24,2.926126126,True,critical,html-keyboard-response,13,40132,subject_2,67d993866d1d7516d87e97de,67db038c76da1142dd7558ab,0.014697232112292014,1,left,-0.34225252643959736
1610,j,capitals,2,country,Brazil,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,False,critical,html-keyboard-response,15,42748,subject_2,67d993866d1d7516d87e97de,67db038c76da1142dd7558ab,0.014697232112292014,1,right,-0.49819401136534436
3223,f,capitals,11,country,United Arab Emirates,Abu Dhabi,Dubai,What is the capital of the United Arab Emirates?,The capital of the United Arab Emirates is,1.6,3.1,1.9375,True,critical,html-keyboard-response,17,46975,subject_2,67d993866d1d7516d87e97de,67db038c76da1142dd7558ab,0.014697232112292014,1,left,1.651665947482775
1492,j,capitals,16,state,Delaware,Dover,Wilmington,What is the capital of Delaware?,The capital of Delaware is,0.0403,0.0722,1.791563275,False,critical,html-keyboard-response,19,49477,subject_2,67d993866d1d7516d87e97de,67db038c76da1142dd7558ab,0.014697232112292014,1,right,-0.655468329495585
1607,f,capitals,5,country,Morrocco,Rabat,Marrakesh,What is the capital of Morrocco?,The capital of Morrocco is,2.02,1.085,0.5371287129,False,critical,html-keyboard-response,21,52092,subject_2,67d993866d1d7516d87e97de,67db038c76da1142dd7558ab,0.014697232112292014,0,left,-0.5021925109788251
1267,j,capitals,20,state,Kentucky,Frankfort,Louisville,What is the capital of Kentucky?,The capital of Kentucky is,0.0281,0.617,21.95729537,True,critical,html-keyboard-response,23,54369,subject_2,67d993866d1d7516d87e97de,67db038c76da1142dd7558ab,0.014697232112292014,0,right,-0.9553558005066369
2388,f,capitals,30,state,New Jersey,Trenton,Newark,What is the capital of New Jersey?,The capital of New Jersey is,0.0898,0.306,3.407572383,True,critical,html-keyboard-response,25,57761,subject_2,67d993866d1d7516d87e97de,67db038c76da1142dd7558ab,0.014697232112292014,1,left,0.5387502217306487
1199,f,capitals,14,state,California,Sacramento,Los Angeles,What is the capital of California?,The capital of California is,0.527,3.8,7.210626186,True,critical,html-keyboard-response,27,59961,subject_2,67d993866d1d7516d87e97de,67db038c76da1142dd7558ab,0.014697232112292014,1,left,-1.0459884584121995
1321,j,capitals,40,state,Virginia,Richmond,Virginia Beach,What is the capital of Virginia?,The capital of Virginia is,0.231,0.45,1.948051948,False,critical,html-keyboard-response,29,62297,subject_2,67d993866d1d7516d87e97de,67db038c76da1142dd7558ab,0.014697232112292014,1,right,-0.8833828074639845
1684,j,capitals,28,state,Nevada,Carson City,Las Vegas,What is the capital of Nevada?,The capital of Nevada is,0.0576,0.67,11.63194444,False,critical,html-keyboard-response,31,64988,subject_2,67d993866d1d7516d87e97de,67db038c76da1142dd7558ab,0.014697232112292014,1,right,-0.3995643542328206
2992,j,capitals,35,state,Oregon,Salem,Portland,What is the capital of Oregon?,The capital of Oregon is,0.178,0.615,3.45505618,True,critical,html-keyboard-response,33,68987,subject_2,67d993866d1d7516d87e97de,67db038c76da1142dd7558ab,0.014697232112292014,0,right,1.3437814772447616
1939,j,capitals,4,country,India,New Delhi,Mumbai,What is the capital of India?,The capital of India is,0.206,22.1,107.2815534,True,critical,html-keyboard-response,35,71929,subject_2,67d993866d1d7516d87e97de,67db038c76da1142dd7558ab,0.014697232112292014,0,right,-0.059691887086961694
1799,f,capitals,33,state,North Carolina,Raleigh,Charlotte,What is the capital of North Carolina?,The capital of North Carolina is,0.494,0.935,1.892712551,False,critical,html-keyboard-response,37,74744,subject_2,67d993866d1d7516d87e97de,67db038c76da1142dd7558ab,0.014697232112292014,0,left,-0.2462885357160607
1877,j,capitals,1,country,Australia,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,True,critical,html-keyboard-response,39,77625,subject_2,67d993866d1d7516d87e97de,67db038c76da1142dd7558ab,0.014697232112292014,0,right,-0.1423275457655627
1675,f,capitals,38,state,Texas,Austin,Houston,What is the capital of Texas?,The capital of Texas is,0.989,2.324,2.349848332,True,critical,html-keyboard-response,41,80315,subject_2,67d993866d1d7516d87e97de,67db038c76da1142dd7558ab,0.014697232112292014,1,left,-0.4115598530732627
1820,j,capitals,27,state,Nebraska,Lincoln,Omaha,What is the capital of Nebraska?,The capital of Nebraska is,0.297,0.477,1.606060606,False,critical,html-keyboard-response,43,83141,subject_2,67d993866d1d7516d87e97de,67db038c76da1142dd7558ab,0.014697232112292014,1,right,-0.21829903842169585
818,j,capitals,18,state,Illinois,Springfield,Chicago,What is the capital of Illinois?,The capital of Illinois is,0.111,2.612,23.53153153,False,critical,html-keyboard-response,45,84973,subject_2,67d993866d1d7516d87e97de,67db038c76da1142dd7558ab,0.014697232112292014,1,right,-1.5537979093242473
1710,f,capitals,3,country,Canada,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,False,critical,html-keyboard-response,47,87689,subject_2,67d993866d1d7516d87e97de,67db038c76da1142dd7558ab,0.014697232112292014,0,left,-0.36491069091598793
1710,f,capitals,6,country,New Zealand,Wellington,Auckland,What is the capital of New Zealand?,The capital of New Zealand is,0.428,1.711,3.997663551,True,critical,html-keyboard-response,49,90407,subject_2,67d993866d1d7516d87e97de,67db038c76da1142dd7558ab,0.014697232112292014,1,left,-0.36491069091598793
1605,f,capitals,23,state,Maryland,Annapolis,Baltimore,What is the capital of Maryland?,The capital of Maryland is,0.0403,0.553,13.72208437,True,critical,html-keyboard-response,51,93016,subject_2,67d993866d1d7516d87e97de,67db038c76da1142dd7558ab,0.014697232112292014,1,left,-0.5048581773878122
3385,f,capitals,8,country,South Africa,Pretoria,Johannesburg,What is the capital of South Africa?,The capital of South Africa is,3.0,6.4,2.133333333,False,critical,html-keyboard-response,53,97410,subject_2,67d993866d1d7516d87e97de,67db038c76da1142dd7558ab,0.014697232112292014,0,left,1.8675849266107325
2101,f,capitals,34,state,North Dakota,Bismarck,Fargo,What is the capital of North Dakota?,The capital of North Dakota is,0.076,0.138,1.815789474,True,critical,html-keyboard-response,55,100518,subject_2,67d993866d1d7516d87e97de,67db038c76da1142dd7558ab,0.014697232112292014,1,left,0.15622709204099575
1564,j,capitals,13,state,Alaska,Juneau,Anchorage,What is the capital of Alaska?,The capital of Alaska is,0.0311,0.283,9.099678457,True,critical,html-keyboard-response,57,103092,subject_2,67d993866d1d7516d87e97de,67db038c76da1142dd7558ab,0.014697232112292014,0,right,-0.5595043387720483
1392,j,capitals,29,state,New Hampshire,Concord,Manchester,What is the capital of New Hampshire?,The capital of New Hampshire is,0.0449,0.115,2.561247216,False,critical,html-keyboard-response,59,105490,subject_2,67d993866d1d7516d87e97de,67db038c76da1142dd7558ab,0.014697232112292014,1,right,-0.7887516499449414
856,j,capitals,32,state,New York,Albany,New York,What is the capital of New York?,The capital of New York is,0.103,7.937,77.05825243,False,critical,html-keyboard-response,61,107362,subject_2,67d993866d1d7516d87e97de,67db038c76da1142dd7558ab,0.014697232112292014,1,right,-1.503150247553492
1686,j,capitals,26,state,Montana,Helena,Billings,What is the capital of Montana?,The capital of Montana is,0.0359,0.123,3.426183844,True,critical,html-keyboard-response,63,110049,subject_2,67d993866d1d7516d87e97de,67db038c76da1142dd7558ab,0.014697232112292014,0,right,-0.3968986878238335
3696,j,capitals,42,state,Wisconsin,Madison,Milwaukee,What is the capital of Wisconsin?,The capital of Wisconsin is,0.284,0.551,1.940140845,True,critical,html-keyboard-response,65,114749,subject_2,67d993866d1d7516d87e97de,67db038c76da1142dd7558ab,0.014697232112292014,0,right,2.282096053208231
1689,j,capitals,19,state,Kansas,Topeka,Wichita,What is the capital of Kansas?,The capital of Kansas is,0.125,0.395,3.16,False,critical,html-keyboard-response,67,117440,subject_2,67d993866d1d7516d87e97de,67db038c76da1142dd7558ab,0.014697232112292014,1,right,-0.3929001882103528
1625,f,capitals,21,state,Louisiana,Baton Rouge,New Orleans,What is the capital of Louisiana?,The capital of Louisiana is,0.215,0.351,1.63255814,True,critical,html-keyboard-response,69,120081,subject_2,67d993866d1d7516d87e97de,67db038c76da1142dd7558ab,0.014697232112292014,1,left,-0.4782015132979409
1965,j,capitals,37,state,South Dakota,Pierre,Sioux Falls,What is the capital of South Dakota?,The capital of South Dakota is,0.0138,0.215,15.57971014,False,critical,html-keyboard-response,71,123051,subject_2,67d993866d1d7516d87e97de,67db038c76da1142dd7558ab,0.014697232112292014,1,right,-0.025038223770129018
2702,j,capitals,24,state,Michigan,Lansing,Detroit,What is the capital of Michigan?,The capital of Michigan is,0.112,0.63,5.625,True,critical,html-keyboard-response,73,126766,subject_2,67d993866d1d7516d87e97de,67db038c76da1142dd7558ab,0.014697232112292014,0,right,0.957259847941628
2430,j,capitals,7,country,Pakistan,Islamabad,Karachi,What is the capital of Pakistan?,The capital of Pakistan is,1.3,18.1,13.92307692,False,critical,html-keyboard-response,75,130203,subject_2,67d993866d1d7516d87e97de,67db038c76da1142dd7558ab,0.014697232112292014,1,right,0.5947292163193785
1637,f,capitals,22,state,Maine,Augusta,Portland,What is the capital of Maine?,The capital of Maine is,0.0192,0.0695,3.619791667,False,critical,html-keyboard-response,77,132852,subject_2,67d993866d1d7516d87e97de,67db038c76da1142dd7558ab,0.014697232112292014,0,left,-0.4622075148440181
1588,j,capitals,39,state,Vermont,Montpelier,Burlington,What is the capital of Vermont?,The capital of Vermont is,0.0079,0.0444,5.620253165,True,critical,html-keyboard-response,79,135453,subject_2,67d993866d1d7516d87e97de,67db038c76da1142dd7558ab,0.014697232112292014,0,right,-0.5275163418642028
1366,f,capitals,12,state,Alabama,Montgomery,Birmingham,What is the capital of Alabama?,The capital of Alabama is,0.192,0.194,1.010416667,False,critical,html-keyboard-response,81,137836,subject_2,67d993866d1d7516d87e97de,67db038c76da1142dd7558ab,0.014697232112292014,0,left,-0.8234053132617741
3804,f,capitals,25,state,Minnesota,St. Paul,Minneapolis,What is the capital of Minnesota?,The capital of Minnesota is,0.299,0.421,1.408026756,False,critical,html-keyboard-response,83,142653,subject_2,67d993866d1d7516d87e97de,67db038c76da1142dd7558ab,0.014697232112292014,0,left,2.426042039293536
1349,j,capitals,36,state,Pennsylvania,Harrisburg,Philadelphia,What is the capital of Pennsylvania?,The capital of Pennsylvania is,0.05,1.517,30.34,True,critical,html-keyboard-response,85,145019,subject_2,67d993866d1d7516d87e97de,67db038c76da1142dd7558ab,0.014697232112292014,0,right,-0.8460634777381647
2061,f,capitals,31,state,New Mexico,Santa Fe,Albuquerque,What is the capital of New Mexico?,The capital of New Mexico is,0.0901,0.557,6.182019978,True,critical,html-keyboard-response,87,148081,subject_2,67d993866d1d7516d87e97de,67db038c76da1142dd7558ab,0.014697232112292014,1,left,0.10291376386125317
2544,j,capitals,9,country,Switzerland,Bern,Zurich,What is the capital of Switzerland?,The capital of Switzerland is,0.448,1.455,3.247767857,False,critical,html-keyboard-response,89,151634,subject_2,67d993866d1d7516d87e97de,67db038c76da1142dd7558ab,0.014697232112292014,1,right,0.7466722016316448
1623,f,capitals,22,state,Maine,Augusta,Portland,What is the capital of Maine?,The capital of Maine is,0.0192,0.0695,3.619791667,True,critical,html-keyboard-response,7,75290,subject_36,67d993866d1d7516d87e97de,67f558c441141b94709c0bf0,0.8243781496268796,1,left,-0.9518265029989436
2274,f,capitals,40,state,Virginia,Richmond,Virginia Beach,What is the capital of Virginia?,The capital of Virginia is,0.231,0.45,1.948051948,True,critical,html-keyboard-response,9,78581,subject_36,67d993866d1d7516d87e97de,67f558c441141b94709c0bf0,0.8243781496268796,1,left,0.15120139583114556
